intent,user_input,response
saudacao,Oi,Oi! Como posso ajudar sobre animes hoje? 😊
poderes,O que é bankai?,Claro! Bankai é a forma avançada da espada dos shinigamis em Bleach.
recomendacao,ME RECOMENDA UM ANIME DE AÇÃO,Você pode gostar de Attack on Titan.
comparacao,me responde aí: quem vence Goku ou Naruto?,Depende das regras da comparação e do universo. Curte esse tipo?
despedida,mano falou,Falou! Depois voltamos ao mundo dos animes. Curte esse tipo?
despedida,mano tchau,Até mais! Bons episódios pra você.
personagem,quem é o Gojo??,Gojo Satoru é um dos personagens mais fortes de Jujutsu Kaisen. 😊
despedida,mano falou,Falou! Depois voltamos ao mundo dos animes. Curte esse tipo?
personagem,mano quem é o Levi?,Levi Ackerman é capitão da tropa de exploração em Attack on Titan.
poderes,mano qual o poder do Goku?,Goku utiliza o Ki e diversas transformações Saiyajin. Curte esse tipo?
comparacao,mano qual anime é mais famoso?,Claro! One Piece e Dragon Ball estão entre os mais populares.
episodios,Quantos episódios tem naruto?,Naruto clássico possui 220 episódios. 😊
episodios,ONE PIECE ACABOU?,"Não, One Piece ainda está em exibição. Curte esse tipo?"
despedida,tchau?,Claro! Até mais! Bons episódios pra você.
recomendacao,quero um anime triste?,Your Lie in April costuma emocionar bastante. Posso recomendar mais.
curiosidade,mano qual foi o primeiro anime?,Claro! Astro Boy foi um dos primeiros animes populares.
episodios,Quantos episódios tem naruto?,Claro! Naruto clássico possui 220 episódios.
recomendacao,me recomenda um anime de ação,Claro! Você pode gostar de Attack on Titan.
saudacao,EAE,Fala! Curte anime também? Curte esse tipo?
recomendacao,quero um anime triste?,Your Lie in April costuma emocionar bastante. Posso recomendar mais.
comparacao,mano qual anime é mais famoso?,One Piece e Dragon Ball estão entre os mais populares. 😊
despedida,tchau?,Até mais! Bons episódios pra você. Curte esse tipo?
despedida,ATÉ LOGO,Até logo! Espero que encontre um anime incrível. Posso recomendar mais.
episodios,quantos episódios tem Naruto??,Claro! Naruto clássico possui 220 episódios.
poderes,O QUE É BANKAI?,Bankai é a forma avançada da espada dos shinigamis em Bleach. Curte esse tipo?
despedida,falou?,Falou! Depois voltamos ao mundo dos animes. Curte esse tipo?
recomendacao,ME RECOMENDA UM ANIME DE AÇÃO,Você pode gostar de Attack on Titan. 😊
comparacao,QUAL ANIME É MAIS FAMOSO?,One Piece e Dragon Ball estão entre os mais populares.
despedida,me responde aí: tchau,Até mais! Bons episódios pra você. 😊
despedida,Tchau,Até mais! Bons episódios pra você. Posso recomendar mais.
poderes,me responde aí: qual o poder do Goku?,Goku utiliza o Ki e diversas transformações Saiyajin.
recomendacao,mano me recomenda um anime de ação,Você pode gostar de Attack on Titan. Curte esse tipo?
episodios,QUANTOS EPS TEM DEMON SLAYER?,Demon Slayer possui várias temporadas e filmes.
comparacao,Naruto é melhor que One Piece??,Isso varia muito do gosto de cada fã. Curte esse tipo?
despedida,Falou,Falou! Depois voltamos ao mundo dos animes. Curte esse tipo?
episodios,QUANTOS EPS TEM DEMON SLAYER?,Demon Slayer possui várias temporadas e filmes. Posso recomendar mais.
comparacao,mano qual anime é mais famoso?,One Piece e Dragon Ball estão entre os mais populares. Curte esse tipo?
comparacao,quem vence Goku ou Naruto?,Depende das regras da comparação e do universo.
episodios,quantos eps tem Demon Slayer??,Demon Slayer possui várias temporadas e filmes.
personagem,quem é o Gojo?,Claro! Gojo Satoru é um dos personagens mais fortes de Jujutsu Kaisen.
recomendacao,QUERO UM ANIME TRISTE,Your Lie in April costuma emocionar bastante. 😊
despedida,me responde aí: até logo,Até logo! Espero que encontre um anime incrível. Posso recomendar mais.
despedida,tchau?,Até mais! Bons episódios pra você. Posso recomendar mais.
poderes,mano o que é bankai?,Bankai é a forma avançada da espada dos shinigamis em Bleach. Curte esse tipo?
comparacao,mano quem vence Goku ou Naruto?,Depende das regras da comparação e do universo.
curiosidade,qual foi o primeiro anime??,Claro! Astro Boy foi um dos primeiros animes populares.
saudacao,mano oi,Oi! Como posso ajudar sobre animes hoje? Posso recomendar mais.
poderes,O QUE É BANKAI?,Bankai é a forma avançada da espada dos shinigamis em Bleach. Posso recomendar mais.
comparacao,Quem vence goku ou naruto?,Depende das regras da comparação e do universo. 😊
comparacao,mano Naruto é melhor que One Piece?,Isso varia muito do gosto de cada fã.
saudacao,me responde aí: bom dia,Bom dia! Quer conversar sobre qual anime? Curte esse tipo?
personagem,QUEM É O LEVI?,Levi Ackerman é capitão da tropa de exploração em Attack on Titan.
episodios,mano quantos episódios tem Naruto?,Claro! Naruto clássico possui 220 episódios.
curiosidade,Qual foi o primeiro anime?,Astro Boy foi um dos primeiros animes populares. Posso recomendar mais.
personagem,quem é o Levi?,Claro! Levi Ackerman é capitão da tropa de exploração em Attack on Titan.
saudacao,OI,Oi! Como posso ajudar sobre animes hoje?
curiosidade,me responde aí: qual anime mais longo?,Sazae-san é considerado o anime mais longo da história.
despedida,mano até logo,Até logo! Espero que encontre um anime incrível. 😊
personagem,Quem é o naruto?,Naruto Uzumaki é o protagonista do anime Naruto.
saudacao,Eae,Claro! Fala! Curte anime também?
poderes,qual o poder do Goku??,Goku utiliza o Ki e diversas transformações Saiyajin. Posso recomendar mais.
curiosidade,mano qual anime mais longo?,Claro! Sazae-san é considerado o anime mais longo da história.
despedida,ATÉ LOGO,Até logo! Espero que encontre um anime incrível. 😊
personagem,QUEM É O GOJO?,Gojo Satoru é um dos personagens mais fortes de Jujutsu Kaisen.
curiosidade,QUAL ANIME MAIS LONGO?,Sazae-san é considerado o anime mais longo da história. Posso recomendar mais.
despedida,mano tchau,Claro! Até mais! Bons episódios pra você.
episodios,quantos eps tem Demon Slayer??,Demon Slayer possui várias temporadas e filmes. Curte esse tipo?
comparacao,Naruto é melhor que One Piece?,Claro! Isso varia muito do gosto de cada fã.
despedida,ATÉ LOGO,Até logo! Espero que encontre um anime incrível. 😊
curiosidade,qual foi o primeiro anime??,Astro Boy foi um dos primeiros animes populares. Curte esse tipo?
saudacao,me responde aí: eae,Fala! Curte anime também? Posso recomendar mais.
poderes,me responde aí: qual o poder do Goku?,Goku utiliza o Ki e diversas transformações Saiyajin. 😊
episodios,QUANTOS EPS TEM DEMON SLAYER?,Demon Slayer possui várias temporadas e filmes. Curte esse tipo?
episodios,mano quantos eps tem Demon Slayer?,Demon Slayer possui várias temporadas e filmes. 😊
curiosidade,quem criou Naruto??,Naruto foi criado por Masashi Kishimoto.
curiosidade,mano qual foi o primeiro anime?,Astro Boy foi um dos primeiros animes populares. Posso recomendar mais.
episodios,Quantos episódios tem naruto?,Claro! Naruto clássico possui 220 episódios.
personagem,quem é o Gojo?,Claro! Gojo Satoru é um dos personagens mais fortes de Jujutsu Kaisen.
recomendacao,mano me recomenda um anime de ação,Você pode gostar de Attack on Titan. 😊
curiosidade,qual anime mais longo?,Claro! Sazae-san é considerado o anime mais longo da história.
saudacao,mano oi,Oi! Como posso ajudar sobre animes hoje?
curiosidade,Qual foi o primeiro anime?,Claro! Astro Boy foi um dos primeiros animes populares.
personagem,mano quem é o Gojo?,Gojo Satoru é um dos personagens mais fortes de Jujutsu Kaisen. Posso recomendar mais.
poderes,qual o poder do Goku?,Claro! Goku utiliza o Ki e diversas transformações Saiyajin.
comparacao,Qual anime é mais famoso?,Claro! One Piece e Dragon Ball estão entre os mais populares.
curiosidade,qual anime mais longo?,Sazae-san é considerado o anime mais longo da história. Curte esse tipo?
episodios,mano quantos episódios tem Naruto?,Naruto clássico possui 220 episódios. 😊
poderes,o que é sharingan??,Claro! Sharingan é uma habilidade ocular do clã Uchiha.
saudacao,me responde aí: oi,Oi! Como posso ajudar sobre animes hoje? 😊
poderes,O QUE É BANKAI?,Bankai é a forma avançada da espada dos shinigamis em Bleach. Curte esse tipo?
saudacao,me responde aí: eae,Claro! Fala! Curte anime também?
saudacao,mano bom dia,Claro! Bom dia! Quer conversar sobre qual anime?
comparacao,NARUTO É MELHOR QUE ONE PIECE?,Isso varia muito do gosto de cada fã.
curiosidade,Qual anime mais longo?,Sazae-san é considerado o anime mais longo da história. 😊
poderes,O que é bankai?,Bankai é a forma avançada da espada dos shinigamis em Bleach.
episodios,Quantos eps tem demon slayer?,Claro! Demon Slayer possui várias temporadas e filmes.
poderes,O QUE É SHARINGAN?,Sharingan é uma habilidade ocular do clã Uchiha.
recomendacao,me responde aí: anime engraçado,Claro! Spy x Family é uma ótima escolha.
recomendacao,mano quero um anime triste,Claro! Your Lie in April costuma emocionar bastante.
poderes,qual o poder do Goku??,Goku utiliza o Ki e diversas transformações Saiyajin. 😊
saudacao,me responde aí: oi,Oi! Como posso ajudar sobre animes hoje? 😊
poderes,O que é bankai?,Bankai é a forma avançada da espada dos shinigamis em Bleach.
recomendacao,ME RECOMENDA UM ANIME DE AÇÃO,Claro! Você pode gostar de Attack on Titan.
poderes,me responde aí: o que é bankai?,Bankai é a forma avançada da espada dos shinigamis em Bleach. Posso recomendar mais.
curiosidade,QUAL ANIME MAIS LONGO?,Claro! Sazae-san é considerado o anime mais longo da história.
poderes,qual o poder do Goku??,Goku utiliza o Ki e diversas transformações Saiyajin. Curte esse tipo?
despedida,Até logo,Claro! Até logo! Espero que encontre um anime incrível.
personagem,mano quem é o Levi?,Claro! Levi Ackerman é capitão da tropa de exploração em Attack on Titan.
personagem,quem é o Levi??,Levi Ackerman é capitão da tropa de exploração em Attack on Titan. Posso recomendar mais.
comparacao,mano quem vence Goku ou Naruto?,Claro! Depende das regras da comparação e do universo.
curiosidade,qual foi o primeiro anime??,Astro Boy foi um dos primeiros animes populares.
comparacao,QUEM VENCE GOKU OU NARUTO?,Depende das regras da comparação e do universo. Curte esse tipo?
curiosidade,qual anime mais longo?,Claro! Sazae-san é considerado o anime mais longo da história.
recomendacao,me responde aí: me recomenda um anime de ação,Claro! Você pode gostar de Attack on Titan.
personagem,mano quem é o Gojo?,Gojo Satoru é um dos personagens mais fortes de Jujutsu Kaisen.
saudacao,oi?,Oi! Como posso ajudar sobre animes hoje? Curte esse tipo?
recomendacao,me recomenda um anime de ação?,Você pode gostar de Attack on Titan.
episodios,mano quantos episódios tem Naruto?,Claro! Naruto clássico possui 220 episódios.
episodios,quantos eps tem Demon Slayer??,Demon Slayer possui várias temporadas e filmes. Posso recomendar mais.
personagem,quem é o Levi??,Levi Ackerman é capitão da tropa de exploração em Attack on Titan. Curte esse tipo?
poderes,me responde aí: o que é sharingan?,Sharingan é uma habilidade ocular do clã Uchiha. 😊
curiosidade,qual foi o primeiro anime?,Claro! Astro Boy foi um dos primeiros animes populares.
recomendacao,mano me recomenda um anime de ação,Você pode gostar de Attack on Titan. Curte esse tipo?
episodios,One Piece acabou?,"Não, One Piece ainda está em exibição. 😊"
despedida,até logo?,Até logo! Espero que encontre um anime incrível.
recomendacao,Quero um anime triste,Claro! Your Lie in April costuma emocionar bastante.
despedida,até logo?,Até logo! Espero que encontre um anime incrível.
personagem,quem é o Gojo?,Gojo Satoru é um dos personagens mais fortes de Jujutsu Kaisen. 😊
personagem,QUEM É O GOJO?,Gojo Satoru é um dos personagens mais fortes de Jujutsu Kaisen. 😊
saudacao,oi,Oi! Como posso ajudar sobre animes hoje? 😊
recomendacao,anime engraçado,Spy x Family é uma ótima escolha.
saudacao,BOM DIA,Bom dia! Quer conversar sobre qual anime? Curte esse tipo?
episodios,me responde aí: One Piece acabou?,"Não, One Piece ainda está em exibição. Curte esse tipo?"
episodios,ONE PIECE ACABOU?,"Claro! Não, One Piece ainda está em exibição."
poderes,qual o poder do Goku??,Goku utiliza o Ki e diversas transformações Saiyajin. 😊
curiosidade,qual foi o primeiro anime?,Astro Boy foi um dos primeiros animes populares. Curte esse tipo?
comparacao,Qual anime é mais famoso?,One Piece e Dragon Ball estão entre os mais populares. Posso recomendar mais.
recomendacao,me responde aí: anime engraçado,Spy x Family é uma ótima escolha. Curte esse tipo?
curiosidade,Quem criou naruto?,Naruto foi criado por Masashi Kishimoto. Curte esse tipo?
recomendacao,quero um anime triste,Your Lie in April costuma emocionar bastante. Curte esse tipo?
personagem,mano quem é o Levi?,Claro! Levi Ackerman é capitão da tropa de exploração em Attack on Titan.
curiosidade,mano quem criou Naruto?,Naruto foi criado por Masashi Kishimoto.
saudacao,EAE,Fala! Curte anime também? Curte esse tipo?
saudacao,bom dia,Bom dia! Quer conversar sobre qual anime? 😊
recomendacao,ME RECOMENDA UM ANIME DE AÇÃO,Você pode gostar de Attack on Titan. 😊
saudacao,me responde aí: oi,Oi! Como posso ajudar sobre animes hoje? Curte esse tipo?
personagem,quem é o Naruto??,Naruto Uzumaki é o protagonista do anime Naruto. Posso recomendar mais.
despedida,ATÉ LOGO,Claro! Até logo! Espero que encontre um anime incrível.
episodios,me responde aí: One Piece acabou?,"Não, One Piece ainda está em exibição. 😊"
curiosidade,me responde aí: qual anime mais longo?,Sazae-san é considerado o anime mais longo da história. Curte esse tipo?
recomendacao,quero um anime triste?,Your Lie in April costuma emocionar bastante. Posso recomendar mais.
despedida,TCHAU,Até mais! Bons episódios pra você. 😊
despedida,me responde aí: até logo,Até logo! Espero que encontre um anime incrível. Curte esse tipo?
poderes,QUAL O PODER DO GOKU?,Goku utiliza o Ki e diversas transformações Saiyajin. Posso recomendar mais.
saudacao,me responde aí: eae,Fala! Curte anime também?
comparacao,QUAL ANIME É MAIS FAMOSO?,One Piece e Dragon Ball estão entre os mais populares. Posso recomendar mais.
recomendacao,mano me recomenda um anime de ação,Você pode gostar de Attack on Titan. 😊
poderes,QUAL O PODER DO GOKU?,Goku utiliza o Ki e diversas transformações Saiyajin. 😊
personagem,Quem é o gojo?,Gojo Satoru é um dos personagens mais fortes de Jujutsu Kaisen. Curte esse tipo?
personagem,mano quem é o Gojo?,Gojo Satoru é um dos personagens mais fortes de Jujutsu Kaisen. Posso recomendar mais.
curiosidade,mano quem criou Naruto?,Naruto foi criado por Masashi Kishimoto. Posso recomendar mais.
despedida,Tchau,Até mais! Bons episódios pra você. Curte esse tipo?
comparacao,mano quem vence Goku ou Naruto?,Depende das regras da comparação e do universo.
